X,Y
-73.7948881934964,40.7925212672469
-73.8326472969924,40.7597672741179
-73.903703893363,40.8679730646724
-73.8916281493402,40.8607027102176
-73.9406658225414,40.8088802455498
-73.9039890100943,40.8683476177276
-73.9862188944252,40.7561758557348
-74.0065870413075,40.6490281722742
-73.9231017245774,40.7554609231065
-74.0041674611133,40.6507097906624
-74.0189220591924,40.6400281482768
-74.0371487007686,40.6392340023251
-73.9522738279075,40.7807913750932
-73.9117979195807,40.6693396058177
-73.9631467988717,40.7774989671841
-73.7727819538839,40.7666396708725
-73.936339798484,40.690238547364
-74.1681636307643,40.6216191011054
-73.9498792188977,40.7688222017863
-74.0204882633021,40.634201922581
-73.9956218606174,40.5756193813721
-73.9803864753695,40.6874082844919
-74.0056000706893,40.608867390713
-73.8412520796159,40.7853645389169
-73.8010847843924,40.7019077756722
-74.0080649259804,40.7301970535421
-73.9379265399605,40.6815687043677
-73.970604567852,40.6240246786866
-73.8805184984369,40.8841775076736
-74.0037091518326,40.7291288812699
-73.9527882432084,40.8085098528785
-73.9443445907759,40.7946053106992
-73.9787681247084,40.7549601569641
-73.944749698817,40.7917732487513
-73.9113434088809,40.8550051098681
-73.9139045168372,40.7567632701594
-73.7453920967615,40.6780116651212
-73.9915250343094,40.7603206276211
-73.9757154911328,40.7237410164759
-73.8953274442423,40.8515642391082
-73.8399837813408,40.6610870841579
-73.9947857444749,40.6807050906047
-73.9074294389771,40.8875186766534
-73.9628827490952,40.7756055998305
-73.8290433764504,40.7567374565901
-73.9236223167951,40.8256767523885
-73.976603786753,40.7800565472616
-73.9504037825894,40.8066359222936
-73.8840622204472,40.749418113424
-73.9896584457103,40.6881483310094
-73.9424563072509,40.7468802361936
-73.9203651654813,40.8659463810377
-73.9286340242816,40.6522875339422
-73.9471646283917,40.6326327373695
-73.9029415715294,40.8153835785668
-73.9187760815617,40.8254541403734
-73.7803579449807,40.7291841943549
-73.985025979715,40.7394024353811
-73.9099087170514,40.8795118417727
-73.9626431088129,40.7998419336519
-74.0251268660811,40.6229024075871
-73.9454673507747,40.7994848910755
-73.8431148649706,40.6949855144132
-73.927303222423,40.8074766936975
-73.9956443030758,40.7648440153718
-73.9840313594443,40.7495353931081
-73.9860408535774,40.6916588042392
-73.7973756126076,40.691113220819
-73.8962783310779,40.8581939245513
-73.8288946387075,40.8523901408905
-73.8816683246546,40.824184972909
-74.008214328163,40.7392553943279
-73.9848777843241,40.7215691349552
-74.007621784374,40.7156294813904
-73.993545690318,40.7289928528606
-73.9175137000767,40.8686710637423
-73.8080061632322,40.700999555386
-73.9572302842572,40.5988840125274
-73.9881022002267,40.6915708566097
-73.9459567498566,40.8252697750516
-73.9081612773164,40.8633651798137
-73.9524037344202,40.7489015722509
-73.8496259256945,40.8245082828082
-73.7626155459044,40.6914623915858
-73.8997676209813,40.6431805747461
-73.9822737612641,40.7784756905988
-73.9180891912512,40.6868576839884
-73.7680335456191,40.6645689533374
-73.913049654158,40.7441587803446
-73.9731565545347,40.7636948604574
-73.995818693468,40.743469652399
-74.0078302702207,40.707565191401
-73.8321700347657,40.7590272252059
-73.9790182683358,40.7545598344216
-73.8223389792159,40.7501480264262
-73.961028474829,40.5938914389896
-73.8309452856923,40.7084875939603
-73.9649501893209,40.6224837669437
-73.977469654327,40.6867955343653
-73.7568080538047,40.6674995207018
-73.9819366149571,40.7360795132402
-73.9445961847622,40.6002944577377
-73.943796659123,40.8378224435284
-74.022896986418,40.6292926784407
-73.9556657738623,40.8188221974976
-74.0050843235528,40.7210244316082
-73.9503845790468,40.6732533213401
-73.903104576021,40.8165312269326
-74.0942966364683,40.6407001636391
-73.9219789946803,40.8685298711906
-73.9673542489948,40.686645535108
-74.0228108357355,40.6297533564488
-73.9454470598799,40.8125314067924
-73.9833237870239,40.5756240721007
-73.9038568692816,40.6572341953866
-73.9586021862381,40.7645923307047
-73.9424553242204,40.668375337163
-73.9490404464659,40.6955849550458
-73.8854242409901,40.8363606891402
-74.0336696305797,40.6165660213303
-73.8867089222599,40.6834704205271
-73.9903624867825,40.7138842340192
-73.9852014490663,40.6310326023846
-73.8775592873575,40.8716339242324
-73.9729233876389,40.7524995964359
-73.9345404851984,40.8521030341954
-73.9072047531034,40.8536270386396
-73.9180430144727,40.8204039702603
-73.9684757453445,40.7621467918039
-73.9126808365229,40.7561937878124
-73.8904483886563,40.8621878785869
-73.9757983566222,40.7919956122875
-73.9796895254182,40.7432566617563
-73.9328861042244,40.6192293070076
-73.9558092602185,40.7726306095176
-73.7981973013219,40.692151513786
-73.9952704446271,40.7398366726218
-73.7394558764613,40.6597874336174
-73.9249476386154,40.8106799553143
-74.009142420379,40.7152889686852
-73.7804100154501,40.7725224829902
-73.9839063945221,40.5789411998799
-73.9195075332584,40.6970416804696
-73.8335934254373,40.884508903741
-73.9824840434001,40.7754332847311
-73.9526235751769,40.7781307870966
-73.8624116269622,40.884896996803
-74.1505634899543,40.54992541985
-74.0053563923952,40.6220551909536
-73.9854977202587,40.6412024166133
-73.934740300123,40.8482302165135
-74.0016212900496,40.7412884030478
-73.9660058286084,40.7712962882023
-73.8588313447447,40.6923823612548
-73.9260232088955,40.8279550624949
-73.9859849574894,40.7571836136
-73.9964344924709,40.7382374617434
-74.0163074478272,40.7116188313888
-73.9283513476811,40.8604345287463
-73.8707007363435,40.8642326282075
-73.9699552945384,40.7631591858352
-73.8450497654985,40.7194980451305
-73.7919801362148,40.6733221148684
-73.9256651767829,40.6817359871609
-73.9706132544815,40.7956863878734
-73.9354793017682,40.6843528600753
-74.0248424255226,40.6378410507734
-73.8853737944129,40.8466129769316
-73.8554144290923,40.7432839325704
-73.8595128334344,40.8464022883175
-73.9626155049847,40.7583532275606
-73.7556582860529,40.7344966580523
-74.0092796897232,40.7103520407094
-73.9855261353473,40.7318886517
-73.907094954174,40.6561357602358
-73.8745284414008,40.6725735571869
-73.9496310471555,40.6802893733671
-73.9553698056765,40.8142755286175
-73.9696924195323,40.6516443111801
-73.9088338529765,40.8536600041711
-73.9581594699716,40.8029012003614
-74.0161277276758,40.6257853873431
-73.9276709171354,40.6920052193905
-73.7312420638315,40.7599028161122
-73.9886632082247,40.6385531453255
-73.9399518477847,40.7162824473365
-73.7696586986028,40.7603909980921
-73.9303697155501,40.8511425652989
-73.9825877043594,40.7642950117691
-73.9882632539225,40.7371873647018
-73.8827591605633,40.6806900049362
-73.8782555935139,40.8428735067051
-73.9553060780134,40.6892479787083
-73.8344152404741,40.837829427582
-73.9869976558414,40.6220468642994
-73.8105174655217,40.7324933464636
-73.9280624925348,40.8340868744751
-73.9823422562898,40.7850315955376
-73.992842216861,40.6884280978353
-73.9542326997973,40.6859343027353
-73.9806672124864,40.7483230104971
-73.9662979482127,40.7573575125123
-73.9205207437214,40.6889039808948
-73.7356659077172,40.7708627849688
-73.893926636363,40.6612671850886
-73.9921920551991,40.7303765357798
-73.9236886546101,40.6906184268809
-73.8818180857643,40.8685786487456
-73.942773383862,40.7035754385671
-74.0010170334268,40.7465249018864
-73.9969833044147,40.7571513103189
-73.9734110837834,40.7824826492912
-73.9817637244301,40.6871371834699
-73.8551968388291,40.8094687666496
-73.9043932677124,40.887038974639
-73.9478689222059,40.7752262005009
-73.9195468286335,40.8710736973605
-73.8922236389801,40.6624026329046
-74.0004129088106,40.7239877547009
-74.0252510789023,40.6294379661183
-73.8665236447323,40.8543507100136
-73.9904190112392,40.7143380681683
-73.9508091402844,40.6609573378141
-73.9862225028356,40.743640045806
-73.7566101375352,40.6921863377037
-73.9948780541352,40.6932414302505
-73.8514201817357,40.8345554826788
-73.9830703215373,40.7451643332975
-74.0167974283598,40.6390918532414
-73.8303686230077,40.7610768816481
-73.9344688928834,40.8435086999211
-73.8961856944584,40.816081287664
-73.915480030586,40.8173825528511
-73.8330801794279,40.6989934496104
-73.9315720541249,40.6097820420041
-73.9882705655037,40.7379746388376
-73.9788621699947,40.6866069211817
-73.9934265485069,40.7225861905666
-73.9097574797932,40.691496502082
-73.9827611702695,40.7306854167597
-74.0116546501066,40.7148002759996
-73.8801799329034,40.7482210422521
-73.935869473397,40.6880748154833
-73.9851991748811,40.7551168204226
-73.8265861589565,40.7602348353919
-73.8951442445734,40.8176948184936
-73.8264399070495,40.8312415329625
-73.9350539314296,40.7771485101109
-73.9966815343331,40.7166239837273
-74.0082466482276,40.7386083233036
-73.8631757642089,40.7580222417282
-73.8552542627815,40.6711120459389
-73.9574653813385,40.6421323468907
-73.9955797001935,40.7336363705757
-73.9667377295117,40.69349962308
-73.9289782128568,40.6611474972754
-73.9167749214681,40.8518313304329
-73.9754058956287,40.7414941024956
-73.9868583831862,40.7619829304011
-73.9161872087376,40.6977091219591
